Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Week_Number,Year,Month,Month_Name,Day_of_Week,Quarter,Season,Shipping Days
2015-09-26,2015-09-30,Standard Class,Craig Molinari,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",5.97,39,2015,9,September,Saturday,3,Autumn,4
2015-09-26,2015-09-30,Standard Class,Craig Molinari,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,21.184,39,2015,9,September,Saturday,3,Autumn,4
2015-09-26,2015-09-30,Standard Class,Craig Molinari,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",41.376,39,2015,9,September,Saturday,3,Autumn,4
2015-07-14,2015-07-17,Second Class,Barbara Fisher,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,Newell 315,17.94,29,2015,7,July,Tuesday,3,Summer,3
2018-09-28,2018-10-05,Standard Class,Sylvia Foulston,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,2.655,39,2018,9,September,Friday,3,Autumn,7
2016-08-28,2016-09-04,Standard Class,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",892.35,34,2016,8,August,Sunday,3,Summer,7
2016-08-28,2016-09-04,Standard Class,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,West,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,307.666,34,2016,8,August,Sunday,3,Summer,7
2016-08-28,2016-09-04,Standard Class,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,728.82,34,2016,8,August,Sunday,3,Summer,7
2016-08-28,2016-09-04,Standard Class,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,GBC Wire Binding Combs,41.36,34,2016,8,August,Sunday,3,Summer,7
2016-08-28,2016-09-04,Standard Class,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,43.176,34,2016,8,August,Sunday,3,Summer,7
2016-08-28,2016-09-04,Standard Class,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,Eldon Wave Desk Accessories,4.16,34,2016,8,August,Sunday,3,Summer,7
2016-09-20,2016-09-26,Standard Class,Tamara Chand,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Paper,Xerox 1881,61.4,38,2016,9,September,Tuesday,3,Autumn,6
2016-09-20,2016-09-26,Standard Class,Tamara Chand,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Binders,Recycled Premium Regency Composition Covers,24.448,38,2016,9,September,Tuesday,3,Autumn,6
2017-11-07,2017-11-09,First Class,Luke Weiss,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,AT&T SB67148 SynJ,263.96,45,2017,11,November,Tuesday,4,Autumn,2
2017-11-07,2017-11-09,First Class,Luke Weiss,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,359.97,45,2017,11,November,Tuesday,4,Autumn,2
2017-11-07,2017-11-09,First Class,Luke Weiss,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Paper,Xerox 23,12.96,45,2017,11,November,Tuesday,4,Autumn,2
2017-11-07,2017-11-09,First Class,Luke Weiss,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",116.82,45,2017,11,November,Tuesday,4,Autumn,2
2017-11-07,2017-11-09,First Class,Luke Weiss,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,276.784,45,2017,11,November,Tuesday,4,Autumn,2
2016-10-20,2016-10-24,Standard Class,Noel Staavos,Corporate,United States,San Francisco,California,94109,West,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,239.97,42,2016,10,October,Thursday,4,Autumn,4
2016-10-20,2016-10-24,Standard Class,Noel Staavos,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,16.02,42,2016,10,October,Thursday,4,Autumn,4
2018-01-01,2018-01-05,Standard Class,Janet Martin,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Storage,SAFCO Boltless Steel Shelving,454.56,1,2018,1,January,Monday,1,Winter,4
2018-01-01,2018-01-05,Standard Class,Janet Martin,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",141.42,1,2018,1,January,Monday,1,Winter,4
2018-01-01,2018-01-05,Standard Class,Janet Martin,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,310.744,1,2018,1,January,Monday,1,Winter,4
2018-01-01,2018-01-05,Standard Class,Janet Martin,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Art,Fluorescent Highlighters by Dixon,12.736,1,2018,1,January,Monday,1,Winter,4
2018-01-01,2018-01-05,Standard Class,Janet Martin,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,GBC Instant Report Kit,6.47,1,2018,1,January,Monday,1,Winter,4
2018-01-01,2018-01-05,Standard Class,Janet Martin,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",13.748,1,2018,1,January,Monday,1,Winter,4
2018-01-01,2018-01-05,Standard Class,Janet Martin,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,15.224,1,2018,1,January,Monday,1,Winter,4
2016-06-23,2016-06-29,Standard Class,Randy Ferguson,Corporate,United States,East Point,Georgia,30344,South,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",27.42,25,2016,6,June,Thursday,2,Summer,6
2016-06-23,2016-06-29,Standard Class,Randy Ferguson,Corporate,United States,East Point,Georgia,30344,South,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,165.98,25,2016,6,June,Thursday,2,Summer,6
2016-06-23,2016-06-29,Standard Class,Randy Ferguson,Corporate,United States,East Point,Georgia,30344,South,Technology,Accessories,Dell Slim USB Multimedia Keyboard,75.0,25,2016,6,June,Thursday,2,Summer,6
2017-11-22,2017-11-27,Standard Class,Cathy Armstrong,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,134.272,47,2017,11,November,Wednesday,4,Autumn,5
2016-10-26,2016-11-01,Standard Class,Kristen Hastings,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Labels,Avery 477,146.544,43,2016,10,October,Wednesday,4,Autumn,6
2016-10-26,2016-11-01,Standard Class,Kristen Hastings,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,Xerox 1914,131.904,43,2016,10,October,Wednesday,4,Autumn,6
2016-10-26,2016-11-01,Standard Class,Kristen Hastings,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,203.88,43,2016,10,October,Wednesday,4,Autumn,6
2016-10-26,2016-11-01,Standard Class,Kristen Hastings,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,14.301,43,2016,10,October,Wednesday,4,Autumn,6
2016-10-26,2016-11-01,Standard Class,Kristen Hastings,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Storage,Fellowes Officeware Wire Shelving,718.64,43,2016,10,October,Wednesday,4,Autumn,6
2017-10-20,2017-10-26,Standard Class,Lindsay Castell,Home Office,United States,Arlington,Virginia,22204,South,Furniture,Furnishings,Aluminum Document Frame,61.1,42,2017,10,October,Friday,4,Autumn,6
2018-04-28,2018-05-02,Standard Class,Jack Lebron,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,28.08,17,2018,4,April,Saturday,2,Spring,4
2017-09-29,2017-10-01,Second Class,Dario Medina,Corporate,United States,Yuma,Arizona,85364,West,Office Supplies,Art,Newell 351,10.496,39,2017,9,September,Friday,3,Autumn,2
2016-07-10,2016-07-14,Standard Class,Mike Vittorini,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Binders,Large Capacity Hanging Post Binders,39.92,27,2016,7,July,Sunday,3,Summer,4
2016-08-07,2016-08-09,First Class,Noel Staavos,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",77.58,31,2016,8,August,Sunday,3,Summer,2
2015-12-07,2015-12-13,Standard Class,Ann Steele,Home Office,United States,Seattle,Washington,98103,West,Office Supplies,Storage,Advantus Rolling Drawer Organizers,269.36,50,2015,12,December,Monday,4,Winter,6
2016-12-10,2016-12-14,Standard Class,Meg Tillman,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,Avery File Folder Labels,5.76,49,2016,12,December,Saturday,4,Winter,4
2018-11-08,2018-11-13,Second Class,Sharelle Roach,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,109.9,45,2018,11,November,Thursday,4,Autumn,5
2018-07-27,2018-08-01,Second Class,Dennis Kane,Consumer,United States,Seattle,Washington,98115,West,Furniture,Furnishings,Staple-based wall hangings,23.88,30,2018,7,July,Friday,3,Summer,5
2018-07-27,2018-08-01,Second Class,Dennis Kane,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",26.2,30,2018,7,July,Friday,3,Summer,5
2018-07-27,2018-08-01,Second Class,Dennis Kane,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,Xerox 227,12.96,30,2018,7,July,Friday,3,Summer,5
2018-07-27,2018-08-01,Second Class,Dennis Kane,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,234.95,30,2018,7,July,Friday,3,Summer,5
2018-12-28,2019-01-01,Standard Class,Susan Vittorini,Consumer,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,118.25,52,2018,12,December,Friday,4,Winter,4
2018-12-28,2019-01-01,Standard Class,Susan Vittorini,Consumer,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Paper,Xerox 1953,4.28,52,2018,12,December,Friday,4,Winter,4
2017-03-10,2017-03-13,First Class,Rick Huthwaite,Home Office,United States,Los Angeles,California,90045,West,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,26.85,10,2017,3,March,Friday,1,Spring,3
2017-03-10,2017-03-13,First Class,Rick Huthwaite,Home Office,United States,Los Angeles,California,90045,West,Technology,Machines,Okidata MB760 Printer,3357.6,10,2017,3,March,Friday,1,Spring,3
2016-05-22,2016-05-26,Standard Class,Sarah Brown,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Labels,Avery 476,8.26,20,2016,5,May,Sunday,2,Spring,4
2016-05-22,2016-05-26,Standard Class,Sarah Brown,Consumer,United States,Los Angeles,California,90045,West,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,2973.32,20,2016,5,May,Sunday,2,Spring,4
2016-05-22,2016-05-26,Standard Class,Sarah Brown,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,Pizazz Global Quick File,104.79,20,2016,5,May,Sunday,2,Spring,4
2016-05-22,2016-05-26,Standard Class,Sarah Brown,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,Aastra 57i VoIP phone,775.728,20,2016,5,May,Sunday,2,Spring,4
2018-02-17,2018-02-19,First Class,Cyra Reiten,Home Office,United States,Houston,Texas,77041,Central,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",89.0664,7,2018,2,February,Saturday,1,Winter,2
2018-02-17,2018-02-19,First Class,Cyra Reiten,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",175.44,7,2018,2,February,Saturday,1,Winter,2
2018-02-17,2018-02-19,First Class,Cyra Reiten,Home Office,United States,Houston,Texas,77041,Central,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,438.336,7,2018,2,February,Saturday,1,Winter,2
2018-12-08,2018-12-15,Standard Class,Emily Grady,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,Global Deluxe Steno Chair,215.544,49,2018,12,December,Saturday,4,Winter,7
2018-11-18,2018-11-23,Standard Class,Russell D'Ascenzo,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",55.584,46,2018,11,November,Sunday,4,Autumn,5
2018-11-18,2018-11-23,Standard Class,Russell D'Ascenzo,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,127.386,46,2018,11,November,Sunday,4,Autumn,5
2017-12-01,2017-12-03,Second Class,John Murray,Consumer,United States,San Angelo,Texas,76903,Central,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",248.43,48,2017,12,December,Friday,4,Winter,2
2017-12-01,2017-12-03,Second Class,John Murray,Consumer,United States,San Angelo,Texas,76903,Central,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,11.648,48,2017,12,December,Friday,4,Winter,2
2017-12-01,2017-12-03,Second Class,John Murray,Consumer,United States,San Angelo,Texas,76903,Central,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",85.246,48,2017,12,December,Friday,4,Winter,2
2018-10-03,2018-10-07,Second Class,Laurel Workman,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Art,Colorific Watercolor Pencils,20.64,40,2018,10,October,Wednesday,4,Autumn,4
2018-08-29,2018-09-04,Standard Class,Rick Wilson,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,148.02,35,2018,8,August,Wednesday,3,Summer,6
2018-11-24,2018-11-24,Same Day,Brooke Gillingham,Corporate,United States,Garden City,Kansas,67846,Central,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29,47,2018,11,November,Saturday,4,Autumn,0
2018-06-30,2018-07-05,Standard Class,Thomas Thornton,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,Xerox 1919,204.95,26,2018,6,June,Saturday,2,Summer,5
2018-07-22,2018-07-27,Standard Class,Eric Barreto,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,526.344,29,2018,7,July,Sunday,3,Summer,5
2017-11-11,2017-11-16,Standard Class,Liz Pelletier,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,45,2017,11,November,Saturday,4,Autumn,5
2017-11-11,2017-11-16,Standard Class,Liz Pelletier,Consumer,United States,San Francisco,California,94110,West,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,451.152,45,2017,11,November,Saturday,4,Autumn,5
2017-11-11,2017-11-16,Standard Class,Liz Pelletier,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,Avery Poly Binder Pockets,31.504,45,2017,11,November,Saturday,4,Autumn,5
2015-12-09,2015-12-15,Standard Class,Frank Preis,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,30.672,50,2015,12,December,Wednesday,4,Winter,6
2015-12-09,2015-12-15,Standard Class,Frank Preis,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,Canon PC940 Copier,1079.976,50,2015,12,December,Wednesday,4,Winter,6
2018-09-07,2018-09-12,Standard Class,Joseph Airdo,Consumer,United States,Modesto,California,95351,West,Furniture,Chairs,Global Low Back Tilter Chair,161.568,36,2018,9,September,Friday,3,Autumn,5
2016-02-06,2016-02-13,Standard Class,Trudy Schmidt,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,UniKeep View Case Binders,2.934,5,2016,2,February,Saturday,1,Winter,7
2016-02-06,2016-02-13,Standard Class,Trudy Schmidt,Consumer,United States,Houston,Texas,77070,Central,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,18.528,5,2016,2,February,Saturday,1,Winter,7
2016-02-06,2016-02-13,Standard Class,Trudy Schmidt,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",670.752,5,2016,2,February,Saturday,1,Winter,7
2018-08-26,2018-09-01,Standard Class,Darren Powers,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",64.96,34,2018,8,August,Sunday,3,Summer,6
2015-07-20,2015-07-23,First Class,Jonathan Doherty,Corporate,United States,Riverside,California,92503,West,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",41.94,30,2015,7,July,Monday,3,Summer,3
2015-07-20,2015-07-23,First Class,Jonathan Doherty,Corporate,United States,Riverside,California,92503,West,Office Supplies,Paper,Xerox 1965,11.96,30,2015,7,July,Monday,3,Summer,3
2015-07-20,2015-07-23,First Class,Jonathan Doherty,Corporate,United States,Riverside,California,92503,West,Office Supplies,Art,Newell 348,13.12,30,2015,7,July,Monday,3,Summer,3
2015-07-20,2015-07-23,First Class,Jonathan Doherty,Corporate,United States,Riverside,California,92503,West,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,30,2015,7,July,Monday,3,Summer,3
2016-10-08,2016-10-13,Standard Class,Gene Hale,Corporate,United States,Dallas,Texas,75081,Central,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",72.78,40,2016,10,October,Saturday,4,Autumn,5
2016-02-16,2016-02-21,Standard Class,Rob Dowd,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,Xerox 1881,36.84,7,2016,2,February,Tuesday,1,Winter,5
2016-02-16,2016-02-21,Standard Class,Rob Dowd,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Labels,Avery 485,87.71,7,2016,2,February,Tuesday,1,Winter,5
2017-08-12,2017-08-16,Standard Class,Cindy Schnelling,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Tables,BPI Conference Tables,562.2925,32,2017,8,August,Saturday,3,Summer,4
2015-11-09,2015-11-13,Standard Class,Benjamin Farhat,Home Office,United States,New York City,New York,10035,East,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",56.52,46,2015,11,November,Monday,4,Autumn,4
2017-07-18,2017-07-22,Standard Class,Neil Knudson,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,Newell 326,11.264,29,2017,7,July,Tuesday,3,Summer,4
2017-07-18,2017-07-22,Standard Class,Neil Knudson,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,Steel Personal Filing/Posting Tote,284.08,29,2017,7,July,Tuesday,3,Summer,4
2017-07-18,2017-07-22,Standard Class,Neil Knudson,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,Xerox 196,18.496,29,2017,7,July,Tuesday,3,Summer,4
2017-02-05,2017-02-10,Standard Class,Annie Zypern,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,Avery 508,14.73,5,2017,2,February,Sunday,1,Winter,5
2017-02-05,2017-02-10,Standard Class,Annie Zypern,Consumer,United States,San Diego,California,92037,West,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",186.54,5,2017,2,February,Sunday,1,Winter,5
2017-02-05,2017-02-10,Standard Class,Annie Zypern,Consumer,United States,San Diego,California,92037,West,Furniture,Tables,Chromcraft Round Conference Tables,557.728,5,2017,2,February,Sunday,1,Winter,5
2017-02-05,2017-02-10,Standard Class,Annie Zypern,Consumer,United States,San Diego,California,92037,West,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,159.968,5,2017,2,February,Sunday,1,Winter,5
2015-06-20,2015-06-27,Standard Class,Corey-Lock,Consumer,United States,Lawton,Oklahoma,73505,Central,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,471.9,25,2015,6,June,Saturday,2,Summer,7
2015-06-20,2015-06-27,Standard Class,Corey-Lock,Consumer,United States,Lawton,Oklahoma,73505,Central,Office Supplies,Art,Nontoxic Chalk,3.52,25,2015,6,June,Saturday,2,Summer,7
2018-06-09,2018-06-14,Standard Class,Anna Gayman,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Paper,Easy-staple paper,49.12,23,2018,6,June,Saturday,2,Summer,5
2017-12-27,2017-12-31,Standard Class,Eugene Moren,Home Office,United States,Santa Ana,California,92704,West,Office Supplies,Labels,Avery File Folder Labels,20.16,52,2017,12,December,Wednesday,4,Winter,4
2015-01-26,2015-01-29,First Class,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,Central,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,10.68,5,2015,1,January,Monday,1,Winter,3
2015-01-26,2015-01-29,First Class,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,Central,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,5,2015,1,January,Monday,1,Winter,3
2018-03-23,2018-03-25,First Class,Raymond Buch,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,32.48,12,2018,3,March,Friday,1,Spring,2
2018-03-23,2018-03-25,First Class,Raymond Buch,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,Xerox 1898,20.04,12,2018,3,March,Friday,1,Spring,2
2018-03-23,2018-03-25,First Class,Raymond Buch,Consumer,United States,Seattle,Washington,98115,West,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,13999.96,12,2018,3,March,Friday,1,Spring,2
2018-03-20,2018-03-24,Standard Class,Roger Demir,Consumer,United States,Middletown,Connecticut,6457,East,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238.0,12,2018,3,March,Tuesday,1,Spring,4
2018-03-20,2018-03-24,Standard Class,Roger Demir,Consumer,United States,Middletown,Connecticut,6457,East,Office Supplies,Paper,Xerox 1988,61.96,12,2018,3,March,Tuesday,1,Spring,4
2017-10-04,2017-10-09,Standard Class,Melanie Seite,Consumer,United States,Baltimore,Maryland,21215,East,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",239.372,40,2017,10,October,Wednesday,4,Autumn,5
2017-11-18,2017-11-22,Standard Class,Patrick Gardner,Consumer,United States,San Diego,California,92105,West,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,595.0,46,2017,11,November,Saturday,4,Autumn,4
2018-12-26,2019-01-01,Standard Class,Karen Bern,Corporate,United States,Odessa,Texas,79762,Central,Office Supplies,Paper,Xerox 1959,16.032,52,2018,12,December,Wednesday,4,Winter,6
2017-03-09,2017-03-13,Standard Class,Rick Bensley,Home Office,United States,Milford,Connecticut,6460,East,Technology,Accessories,Microsoft Sculpt Comfort Mouse,199.75,10,2017,3,March,Thursday,1,Spring,4
2017-02-16,2017-02-20,Standard Class,John Dryer,Consumer,United States,Belleville,New Jersey,7109,East,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,227.96,7,2017,2,February,Thursday,1,Winter,4
2016-09-28,2016-10-03,Second Class,Jennifer Jackson,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",293.52,39,2016,9,September,Wednesday,3,Autumn,5
2016-09-28,2016-10-03,Second Class,Jennifer Jackson,Consumer,United States,New York City,New York,10035,East,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,39,2016,9,September,Wednesday,3,Autumn,5
2016-11-02,2016-11-06,Standard Class,Liz Thompson,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,Contemporary Wood/Metal Frame,96.96,44,2016,11,November,Wednesday,4,Autumn,4
2016-11-02,2016-11-06,Standard Class,Liz Thompson,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,117.488,44,2016,11,November,Wednesday,4,Autumn,4
2016-11-02,2016-11-06,Standard Class,Liz Thompson,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,11.952,44,2016,11,November,Wednesday,4,Autumn,4
2016-11-02,2016-11-06,Standard Class,Liz Thompson,Consumer,United States,San Diego,California,92105,West,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,512.499,44,2016,11,November,Wednesday,4,Autumn,4
2017-07-31,2017-08-05,Standard Class,Anna Häberlin,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,Laminate Occasional Tables,863.128,31,2017,7,July,Monday,3,Summer,5
2018-11-06,2018-11-13,Standard Class,Adam Bellavance,Home Office,United States,Seattle,Washington,98105,West,Furniture,Tables,Hon 5100 Series Wood Tables,2036.86,45,2018,11,November,Tuesday,4,Autumn,7
2018-11-06,2018-11-13,Standard Class,Adam Bellavance,Home Office,United States,Seattle,Washington,98105,West,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,449.568,45,2018,11,November,Tuesday,4,Autumn,7
2018-11-06,2018-11-13,Standard Class,Adam Bellavance,Home Office,United States,Seattle,Washington,98105,West,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,108.96,45,2018,11,November,Tuesday,4,Autumn,7
2017-02-14,2017-02-19,Standard Class,Fred McMath,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,264.18,7,2017,2,February,Tuesday,1,Winter,5
2015-07-09,2015-07-13,Standard Class,Gary Hansen,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Labels,Avery 49,2.88,28,2015,7,July,Thursday,3,Summer,4
2015-07-09,2015-07-13,Standard Class,Gary Hansen,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,41.904,28,2015,7,July,Thursday,3,Summer,4
2015-07-09,2015-07-13,Standard Class,Gary Hansen,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",23.92,28,2015,7,July,Thursday,3,Summer,4
2017-01-30,2017-02-04,Standard Class,Harold Engle,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,Xerox 1943,156.512,5,2017,1,January,Monday,1,Winter,5
2017-09-22,2017-09-25,First Class,Sam Zeldin,Home Office,United States,New York City,New York,10035,East,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",128.34,38,2017,9,September,Friday,3,Autumn,3
2018-12-22,2018-12-24,First Class,Chad McGuire,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,474.95,51,2018,12,December,Saturday,4,Winter,2
